"dateupdated","cnty_cod","county","totalcases","confirmedcases","probablecases","totalcaserate","hospitalization","totaldeaths","confirmeddeaths","probabledeaths"
2020-05-21 00:00:00,1,"Fairfield",14889,NA,NA,1578,226,1195,NA,NA
2020-05-21 00:00:00,2,"Hartford",9463,NA,NA,1060,184,1155,NA,NA
2020-05-21 00:00:00,3,"Litchfield",1298,NA,NA,717,6,121,NA,NA
2020-05-21 00:00:00,4,"Middlesex",992,NA,NA,610,28,135,NA,NA
2020-05-21 00:00:00,5,"New Haven",10756,NA,NA,1254,272,888,NA,NA
2020-05-21 00:00:00,6,"New London",910,NA,NA,341,21,72,NA,NA
2020-05-21 00:00:00,7,"Tolland",796,NA,NA,527,0,55,NA,NA
2020-05-21 00:00:00,8,"Windham",348,NA,NA,297,3,14,NA,NA
2020-05-22 00:00:00,1,"Fairfield",14989,NA,NA,1588,227,1208,NA,NA
2020-05-22 00:00:00,2,"Hartford",9545,NA,NA,1069,179,1169,NA,NA
2020-05-22 00:00:00,3,"Litchfield",1304,NA,NA,720,5,122,NA,NA
2020-05-22 00:00:00,4,"Middlesex",999,NA,NA,614,25,136,NA,NA
2020-05-22 00:00:00,5,"New Haven",10847,NA,NA,1265,265,897,NA,NA
2020-05-22 00:00:00,6,"New London",970,NA,NA,364,20,72,NA,NA
2020-05-22 00:00:00,7,"Tolland",799,NA,NA,529,0,55,NA,NA
2020-05-22 00:00:00,8,"Windham",354,NA,NA,302,3,14,NA,NA
2020-05-23 00:00:00,1,"Fairfield",15114,NA,NA,1601,232,1215,NA,NA
2020-05-23 00:00:00,2,"Hartford",9686,NA,NA,1085,164,1175,NA,NA
2020-05-23 00:00:00,3,"Litchfield",1331,NA,NA,735,5,121,NA,NA
2020-05-23 00:00:00,4,"Middlesex",1010,NA,NA,621,26,136,NA,NA
2020-05-23 00:00:00,5,"New Haven",10905,NA,NA,1272,254,903,NA,NA
2020-05-23 00:00:00,6,"New London",1046,NA,NA,392,17,74,NA,NA
2020-05-23 00:00:00,7,"Tolland",807,NA,NA,535,0,55,NA,NA
2020-05-23 00:00:00,8,"Windham",359,NA,NA,307,3,14,NA,NA
2020-05-24 00:00:00,1,"Fairfield",15213,NA,NA,1612,233,1221,NA,NA
2020-05-24 00:00:00,2,"Hartford",9841,NA,NA,1102,166,1187,NA,NA
2020-05-24 00:00:00,3,"Litchfield",1346,NA,NA,743,6,126,NA,NA
2020-05-24 00:00:00,4,"Middlesex",1012,NA,NA,622,29,138,NA,NA
2020-05-24 00:00:00,5,"New Haven",11017,NA,NA,1285,253,922,NA,NA
2020-05-24 00:00:00,6,"New London",1043,NA,NA,391,16,78,NA,NA
2020-05-24 00:00:00,7,"Tolland",812,NA,NA,538,0,56,NA,NA
2020-05-24 00:00:00,8,"Windham",365,NA,NA,312,3,14,NA,NA
2020-05-25 00:00:00,1,"Fairfield",15355,NA,NA,1627,225,1231,NA,NA
2020-05-25 00:00:00,2,"Hartford",9917,NA,NA,1111,173,1193,NA,NA
2020-05-25 00:00:00,3,"Litchfield",1360,NA,NA,751,4,129,NA,NA
2020-05-25 00:00:00,4,"Middlesex",1026,NA,NA,631,28,142,NA,NA
2020-05-25 00:00:00,5,"New Haven",11121,NA,NA,1297,248,925,NA,NA
2020-05-25 00:00:00,6,"New London",1075,NA,NA,403,14,78,NA,NA
2020-05-25 00:00:00,7,"Tolland",821,NA,NA,544,0,56,NA,NA
2020-05-25 00:00:00,8,"Windham",371,NA,NA,317,2,14,NA,NA
2020-05-26 00:00:00,1,"Fairfield",15314,NA,NA,1623,220,1242,NA,NA
2020-05-26 00:00:00,2,"Hartford",9962,NA,NA,1116,165,1203,NA,NA
2020-05-26 00:00:00,3,"Litchfield",1360,NA,NA,751,5,130,NA,NA
2020-05-26 00:00:00,4,"Middlesex",1061,NA,NA,652,30,143,NA,NA
2020-05-26 00:00:00,5,"New Haven",11124,NA,NA,1297,248,934,NA,NA
2020-05-26 00:00:00,6,"New London",1053,NA,NA,395,15,79,NA,NA
2020-05-26 00:00:00,7,"Tolland",815,NA,NA,540,0,57,NA,NA
2020-05-26 00:00:00,8,"Windham",371,NA,NA,317,1,14,NA,NA
2020-05-27 00:00:00,1,"Fairfield",15353,NA,NA,1627,211,1246,NA,NA
2020-05-27 00:00:00,2,"Hartford",10078,NA,NA,1129,158,1208,NA,NA
2020-05-27 00:00:00,3,"Litchfield",1366,NA,NA,754,8,128,NA,NA
2020-05-27 00:00:00,4,"Middlesex",1082,NA,NA,665,24,144,NA,NA
2020-05-27 00:00:00,5,"New Haven",11198,NA,NA,1306,232,946,NA,NA
2020-05-27 00:00:00,6,"New London",1067,NA,NA,400,12,83,NA,NA
2020-05-27 00:00:00,7,"Tolland",822,NA,NA,545,2,57,NA,NA
2020-05-27 00:00:00,8,"Windham",375,NA,NA,320,1,14,NA,NA
2020-05-28 00:00:00,1,"Fairfield",15409,NA,NA,1633,188,1257,NA,NA
2020-05-28 00:00:00,2,"Hartford",10146,NA,NA,1137,138,1222,NA,NA
2020-05-28 00:00:00,3,"Litchfield",1375,NA,NA,759,5,130,NA,NA
2020-05-28 00:00:00,4,"Middlesex",1090,NA,NA,670,22,146,NA,NA
2020-05-28 00:00:00,5,"New Haven",11241,NA,NA,1311,207,957,NA,NA
2020-05-28 00:00:00,6,"New London",1068,NA,NA,400,12,85,NA,NA
2020-05-28 00:00:00,7,"Tolland",827,NA,NA,548,2,57,NA,NA
2020-05-28 00:00:00,8,"Windham",380,NA,NA,325,3,14,NA,NA
2020-05-29 00:00:00,1,"Fairfield",15502,NA,NA,1642,176,1267,NA,NA
2020-05-29 00:00:00,2,"Hartford",10207,NA,NA,1143,120,1238,NA,NA
2020-05-29 00:00:00,3,"Litchfield",1381,NA,NA,763,3,131,NA,NA
2020-05-29 00:00:00,4,"Middlesex",1104,NA,NA,679,22,150,NA,NA
2020-05-29 00:00:00,5,"New Haven",11309,NA,NA,1319,195,966,NA,NA
2020-05-29 00:00:00,6,"New London",1076,NA,NA,403,13,89,NA,NA
2020-05-29 00:00:00,7,"Tolland",833,NA,NA,552,2,57,NA,NA
2020-05-29 00:00:00,8,"Windham",381,NA,NA,326,2,14,NA,NA
2020-05-30 00:00:00,1,"Fairfield",15549,NA,NA,1647,163,1277,NA,NA
2020-05-30 00:00:00,2,"Hartford",10296,NA,NA,1153,107,1250,NA,NA
2020-05-30 00:00:00,3,"Litchfield",1397,NA,NA,771,2,133,NA,NA
2020-05-30 00:00:00,4,"Middlesex",1104,NA,NA,679,23,152,NA,NA
2020-05-30 00:00:00,5,"New Haven",11323,NA,NA,1320,170,972,NA,NA
2020-05-30 00:00:00,6,"New London",1078,NA,NA,404,11,89,NA,NA
2020-05-30 00:00:00,7,"Tolland",836,NA,NA,554,2,57,NA,NA
2020-05-30 00:00:00,8,"Windham",384,NA,NA,328,3,14,NA,NA
2020-03-24 00:00:00,3,"Litchfield",22,NA,NA,NA,3,0,NA,NA
2020-03-24 00:00:00,2,"Hartford",88,NA,NA,NA,17,2,NA,NA
2020-03-24 00:00:00,7,"Tolland",19,NA,NA,NA,4,3,NA,NA
2020-03-24 00:00:00,8,"Windham",2,NA,NA,NA,0,0,NA,NA
2020-03-24 00:00:00,6,"New London",6,NA,NA,NA,1,0,NA,NA
2020-03-24 00:00:00,1,"Fairfield",384,NA,NA,NA,23,7,NA,NA
2020-03-24 00:00:00,4,"Middlesex",8,NA,NA,NA,4,0,NA,NA
2020-03-24 00:00:00,5,"New Haven",89,NA,NA,NA,19,0,NA,NA
2020-03-25 00:00:00,1,"Fairfield",546,NA,NA,NA,47,12,NA,NA
2020-03-25 00:00:00,2,"Hartford",116,NA,NA,NA,24,2,NA,NA
2020-03-25 00:00:00,3,"Litchfield",33,NA,NA,NA,3,0,NA,NA
2020-03-25 00:00:00,4,"Middlesex",15,NA,NA,NA,4,0,NA,NA
2020-03-25 00:00:00,5,"New Haven",127,NA,NA,NA,28,2,NA,NA
2020-03-25 00:00:00,6,"New London",9,NA,NA,NA,2,0,NA,NA
2020-03-25 00:00:00,7,"Tolland",27,NA,NA,NA,5,3,NA,NA
2020-03-25 00:00:00,8,"Windham",2,NA,NA,NA,0,0,NA,NA
2020-03-26 00:00:00,1,"Fairfield",607,NA,NA,NA,49,13,NA,NA
2020-03-26 00:00:00,2,"Hartford",138,NA,NA,NA,27,2,NA,NA
2020-03-26 00:00:00,3,"Litchfield",44,NA,NA,NA,3,0,NA,NA
2020-03-26 00:00:00,4,"Middlesex",18,NA,NA,NA,5,1,NA,NA
2020-03-26 00:00:00,5,"New Haven",156,NA,NA,NA,34,2,NA,NA
2020-03-26 00:00:00,6,"New London",13,NA,NA,NA,2,0,NA,NA
2020-03-26 00:00:00,7,"Tolland",33,NA,NA,NA,5,3,NA,NA
2020-03-26 00:00:00,8,"Windham",3,NA,NA,NA,0,0,NA,NA
2020-03-27 00:00:00,1,"Fairfield",752,NA,NA,NA,68,15,NA,NA
2020-03-27 00:00:00,2,"Hartford",189,NA,NA,NA,36,2,NA,NA
2020-03-27 00:00:00,3,"Litchfield",52,NA,NA,NA,9,0,NA,NA
2020-03-27 00:00:00,4,"Middlesex",25,NA,NA,NA,5,1,NA,NA
2020-03-27 00:00:00,5,"New Haven",222,NA,NA,NA,46,6,NA,NA
2020-03-27 00:00:00,6,"New London",15,NA,NA,NA,2,0,NA,NA
2020-03-27 00:00:00,7,"Tolland",33,NA,NA,NA,7,3,NA,NA
2020-03-27 00:00:00,8,"Windham",3,NA,NA,NA,0,0,NA,NA
2020-03-28 00:00:00,1,"Fairfield",908,NA,NA,NA,88,20,NA,NA
2020-03-28 00:00:00,2,"Hartford",228,NA,NA,NA,41,2,NA,NA
2020-03-28 00:00:00,3,"Litchfield",65,NA,NA,NA,12,0,NA,NA
2020-03-28 00:00:00,4,"Middlesex",28,NA,NA,NA,5,1,NA,NA
2020-03-28 00:00:00,5,"New Haven",236,NA,NA,NA,50,6,NA,NA
2020-03-28 00:00:00,6,"New London",19,NA,NA,NA,2,0,NA,NA
2020-03-28 00:00:00,7,"Tolland",37,NA,NA,NA,7,4,NA,NA
2020-03-28 00:00:00,8,"Windham",3,NA,NA,NA,0,0,NA,NA
2020-03-29 00:00:00,1,"Fairfield",1245,NA,NA,NA,189,21,NA,NA
2020-03-29 00:00:00,2,"Hartford",276,NA,NA,NA,67,2,NA,NA
2020-03-29 00:00:00,3,"Litchfield",87,NA,NA,NA,5,0,NA,NA
2020-03-29 00:00:00,4,"Middlesex",38,NA,NA,NA,1,1,NA,NA
2020-03-29 00:00:00,5,"New Haven",280,NA,NA,NA,137,6,NA,NA
2020-03-29 00:00:00,6,"New London",20,NA,NA,NA,4,0,NA,NA
2020-03-29 00:00:00,7,"Tolland",40,NA,NA,NA,0,4,NA,NA
2020-03-29 00:00:00,8,"Windham",7,NA,NA,NA,1,0,NA,NA
2020-03-30 00:00:00,1,"Fairfield",1445,NA,NA,NA,101,21,NA,NA
2020-03-30 00:00:00,2,"Hartford",330,NA,NA,NA,59,3,NA,NA
2020-03-30 00:00:00,3,"Litchfield",113,NA,NA,NA,18,1,NA,NA
2020-03-30 00:00:00,4,"Middlesex",50,NA,NA,NA,6,1,NA,NA
2020-03-30 00:00:00,5,"New Haven",373,NA,NA,NA,55,6,NA,NA
2020-03-30 00:00:00,6,"New London",24,NA,NA,NA,4,0,NA,NA
2020-03-30 00:00:00,7,"Tolland",50,NA,NA,NA,7,4,NA,NA
2020-03-30 00:00:00,8,"Windham",10,NA,NA,NA,0,0,NA,NA
2020-03-31 00:00:00,1,"Fairfield",1870,NA,NA,NA,275,38,NA,NA
2020-03-31 00:00:00,2,"Hartford",393,NA,NA,NA,110,7,NA,NA
2020-03-31 00:00:00,3,"Litchfield",121,NA,NA,NA,7,1,NA,NA
2020-03-31 00:00:00,4,"Middlesex",56,NA,NA,NA,5,1,NA,NA
2020-03-31 00:00:00,5,"New Haven",517,NA,NA,NA,202,12,NA,NA
2020-03-31 00:00:00,6,"New London",27,NA,NA,NA,8,1,NA,NA
2020-03-31 00:00:00,7,"Tolland",56,NA,NA,NA,1,7,NA,NA
2020-03-31 00:00:00,8,"Windham",11,NA,NA,NA,0,0,NA,NA
2020-04-01 00:00:00,1,"Fairfield",1986,NA,NA,NA,359,46,NA,NA
2020-04-01 00:00:00,2,"Hartford",469,NA,NA,NA,126,11,NA,NA
2020-04-01 00:00:00,3,"Litchfield",131,NA,NA,NA,11,1,NA,NA
2020-04-01 00:00:00,4,"Middlesex",66,NA,NA,NA,8,2,NA,NA
2020-04-01 00:00:00,5,"New Haven",611,NA,NA,NA,251,15,NA,NA
2020-04-01 00:00:00,6,"New London",29,NA,NA,NA,10,1,NA,NA
2020-04-01 00:00:00,7,"Tolland",61,NA,NA,NA,1,7,NA,NA
2020-04-01 00:00:00,8,"Windham",19,NA,NA,NA,0,0,NA,NA
2020-04-02 00:00:00,1,"Fairfield",2132,NA,NA,NA,381,65,NA,NA
2020-04-02 00:00:00,2,"Hartford",539,NA,NA,NA,136,13,NA,NA
2020-04-02 00:00:00,3,"Litchfield",141,NA,NA,NA,11,2,NA,NA
2020-04-02 00:00:00,4,"Middlesex",74,NA,NA,NA,11,3,NA,NA
2020-04-02 00:00:00,5,"New Haven",647,NA,NA,NA,274,17,NA,NA
2020-04-02 00:00:00,6,"New London",29,NA,NA,NA,9,1,NA,NA
2020-04-02 00:00:00,7,"Tolland",67,NA,NA,NA,2,10,NA,NA
2020-04-02 00:00:00,8,"Windham",21,NA,NA,NA,3,0,NA,NA
2020-04-03 00:00:00,1,"Fairfield",2716,NA,NA,NA,409,75,NA,NA
2020-04-03 00:00:00,2,"Hartford",679,NA,NA,NA,166,18,NA,NA
2020-04-03 00:00:00,3,"Litchfield",173,NA,NA,NA,14,4,NA,NA
2020-04-03 00:00:00,4,"Middlesex",91,NA,NA,NA,12,2,NA,NA
2020-04-03 00:00:00,5,"New Haven",891,NA,NA,NA,293,18,NA,NA
2020-04-03 00:00:00,6,"New London",40,NA,NA,NA,9,3,NA,NA
2020-04-03 00:00:00,7,"Tolland",79,NA,NA,NA,3,10,NA,NA
2020-04-03 00:00:00,8,"Windham",27,NA,NA,NA,3,0,NA,NA
2020-04-04 00:00:00,1,"Fairfield",2824,NA,NA,NA,475,86,NA,NA
2020-04-04 00:00:00,2,"Hartford",726,NA,NA,NA,184,26,NA,NA
2020-04-04 00:00:00,3,"Litchfield",182,NA,NA,NA,15,5,NA,NA
2020-04-04 00:00:00,4,"Middlesex",100,NA,NA,NA,19,4,NA,NA
2020-04-04 00:00:00,5,"New Haven",1024,NA,NA,NA,324,29,NA,NA
2020-04-04 00:00:00,6,"New London",57,NA,NA,NA,10,3,NA,NA
2020-04-04 00:00:00,7,"Tolland",91,NA,NA,NA,3,10,NA,NA
2020-04-04 00:00:00,8,"Windham",31,NA,NA,NA,3,1,NA,NA
2020-04-05 00:00:00,1,"Fairfield",3050,NA,NA,NA,531,96,NA,NA
2020-04-05 00:00:00,2,"Hartford",751,NA,NA,NA,189,29,NA,NA
2020-04-05 00:00:00,3,"Litchfield",197,NA,NA,NA,15,6,NA,NA
2020-04-05 00:00:00,4,"Middlesex",110,NA,NA,NA,19,5,NA,NA
2020-04-05 00:00:00,5,"New Haven",1162,NA,NA,NA,372,36,NA,NA
2020-04-05 00:00:00,6,"New London",57,NA,NA,NA,10,4,NA,NA
2020-04-05 00:00:00,7,"Tolland",94,NA,NA,NA,3,11,NA,NA
2020-04-05 00:00:00,8,"Windham",32,NA,NA,NA,3,1,NA,NA
2020-04-06 00:00:00,1,"Fairfield",3719,NA,NA,NA,572,101,NA,NA
2020-04-06 00:00:00,2,"Hartford",882,NA,NA,NA,213,31,NA,NA
2020-04-06 00:00:00,3,"Litchfield",230,NA,NA,NA,15,8,NA,NA
2020-04-06 00:00:00,4,"Middlesex",135,NA,NA,NA,22,7,NA,NA
2020-04-06 00:00:00,5,"New Haven",1468,NA,NA,NA,384,41,NA,NA
2020-04-06 00:00:00,6,"New London",65,NA,NA,NA,10,4,NA,NA
2020-04-06 00:00:00,7,"Tolland",103,NA,NA,NA,3,13,NA,NA
2020-04-06 00:00:00,8,"Windham",40,NA,NA,NA,2,1,NA,NA
2020-04-07 00:00:00,1,"Fairfield",4136,NA,NA,NA,613,132,NA,NA
2020-04-07 00:00:00,2,"Hartford",1045,NA,NA,NA,243,48,NA,NA
2020-04-07 00:00:00,3,"Litchfield",255,NA,NA,NA,17,9,NA,NA
2020-04-07 00:00:00,4,"Middlesex",150,NA,NA,NA,26,7,NA,NA
2020-04-07 00:00:00,5,"New Haven",1664,NA,NA,NA,390,60,NA,NA
2020-04-07 00:00:00,6,"New London",85,NA,NA,NA,12,4,NA,NA
2020-04-07 00:00:00,7,"Tolland",111,NA,NA,NA,4,13,NA,NA
2020-04-07 00:00:00,8,"Windham",43,NA,NA,NA,3,1,NA,NA
2020-04-08 00:00:00,1,"Fairfield",4417,NA,NA,NA,665,155,NA,NA
2020-04-08 00:00:00,2,"Hartford",1290,NA,NA,NA,251,68,NA,NA
2020-04-08 00:00:00,3,"Litchfield",292,NA,NA,NA,20,12,NA,NA
2020-04-08 00:00:00,4,"Middlesex",174,NA,NA,NA,28,9,NA,NA
2020-04-08 00:00:00,5,"New Haven",1945,NA,NA,NA,428,70,NA,NA
2020-04-08 00:00:00,6,"New London",120,NA,NA,NA,16,5,NA,NA
2020-04-08 00:00:00,7,"Tolland",128,NA,NA,NA,7,13,NA,NA
2020-04-08 00:00:00,8,"Windham",49,NA,NA,NA,3,1,NA,NA
2020-04-09 00:00:00,1,"Fairfield",4882,NA,NA,NA,664,178,NA,NA
2020-04-09 00:00:00,2,"Hartford",1471,NA,NA,NA,276,75,NA,NA
2020-04-09 00:00:00,3,"Litchfield",315,NA,NA,NA,25,13,NA,NA
2020-04-09 00:00:00,4,"Middlesex",205,NA,NA,NA,26,14,NA,NA
2020-04-09 00:00:00,5,"New Haven",2183,NA,NA,NA,447,78,NA,NA
2020-04-09 00:00:00,6,"New London",139,NA,NA,NA,15,6,NA,NA
2020-04-09 00:00:00,7,"Tolland",145,NA,NA,NA,7,13,NA,NA
2020-04-09 00:00:00,8,"Windham",52,NA,NA,NA,4,1,NA,NA
2020-04-10 00:00:00,1,"Fairfield",5180,NA,NA,NA,685,203,NA,NA
2020-04-10 00:00:00,2,"Hartford",1615,NA,NA,NA,296,88,NA,NA
2020-04-10 00:00:00,3,"Litchfield",346,NA,NA,NA,32,16,NA,NA
2020-04-10 00:00:00,4,"Middlesex",240,NA,NA,NA,28,17,NA,NA
2020-04-10 00:00:00,5,"New Haven",2383,NA,NA,NA,493,98,NA,NA
2020-04-10 00:00:00,6,"New London",156,NA,NA,NA,17,7,NA,NA
2020-04-10 00:00:00,7,"Tolland",152,NA,NA,NA,6,14,NA,NA
2020-04-10 00:00:00,8,"Windham",59,NA,NA,NA,5,1,NA,NA
2020-04-11 00:00:00,1,"Fairfield",5407,NA,NA,NA,676,220,NA,NA
2020-04-11 00:00:00,2,"Hartford",1832,NA,NA,NA,311,101,NA,NA
2020-04-11 00:00:00,3,"Litchfield",388,NA,NA,NA,38,20,NA,NA
2020-04-11 00:00:00,4,"Middlesex",290,NA,NA,NA,27,18,NA,NA
2020-04-11 00:00:00,5,"New Haven",2715,NA,NA,NA,514,107,NA,NA
2020-04-11 00:00:00,6,"New London",185,NA,NA,NA,16,7,NA,NA
2020-04-11 00:00:00,7,"Tolland",171,NA,NA,NA,7,15,NA,NA
2020-04-11 00:00:00,8,"Windham",66,NA,NA,NA,4,1,NA,NA
2020-04-12 00:00:00,1,"Fairfield",5534,NA,NA,NA,688,248,NA,NA
2020-04-12 00:00:00,2,"Hartford",1914,NA,NA,NA,333,116,NA,NA
2020-04-12 00:00:00,3,"Litchfield",403,NA,NA,NA,39,24,NA,NA
2020-04-12 00:00:00,4,"Middlesex",299,NA,NA,NA,32,18,NA,NA
2020-04-12 00:00:00,5,"New Haven",2946,NA,NA,NA,535,119,NA,NA
2020-04-12 00:00:00,6,"New London",190,NA,NA,NA,16,7,NA,NA
2020-04-12 00:00:00,7,"Tolland",182,NA,NA,NA,7,17,NA,NA
2020-04-12 00:00:00,8,"Windham",66,NA,NA,NA,4,1,NA,NA
2020-04-13 00:00:00,1,"Fairfield",6004,NA,NA,NA,710,262,NA,NA
2020-04-13 00:00:00,2,"Hartford",2243,NA,NA,NA,361,133,NA,NA
2020-04-13 00:00:00,3,"Litchfield",446,NA,NA,NA,37,24,NA,NA
2020-04-13 00:00:00,4,"Middlesex",339,NA,NA,NA,35,19,NA,NA
2020-04-13 00:00:00,5,"New Haven",3358,NA,NA,NA,580,135,NA,NA
2020-04-13 00:00:00,6,"New London",222,NA,NA,NA,20,7,NA,NA
2020-04-13 00:00:00,7,"Tolland",195,NA,NA,NA,13,17,NA,NA
2020-04-13 00:00:00,8,"Windham",83,NA,NA,NA,4,1,NA,NA
2020-04-14 00:00:00,1,"Fairfield",6213,NA,NA,NA,731,287,NA,NA
2020-04-14 00:00:00,2,"Hartford",2370,NA,NA,NA,369,153,NA,NA
2020-04-14 00:00:00,3,"Litchfield",460,NA,NA,NA,35,29,NA,NA
2020-04-14 00:00:00,4,"Middlesex",355,NA,NA,NA,38,21,NA,NA
2020-04-14 00:00:00,5,"New Haven",3543,NA,NA,NA,572,151,NA,NA
2020-04-14 00:00:00,6,"New London",227,NA,NA,NA,17,7,NA,NA
2020-04-14 00:00:00,7,"Tolland",201,NA,NA,NA,12,18,NA,NA
2020-04-14 00:00:00,8,"Windham",87,NA,NA,NA,5,1,NA,NA
2020-04-15 00:00:00,1,"Fairfield",6480,NA,NA,NA,784,365,NA,NA
2020-04-15 00:00:00,2,"Hartford",2570,NA,NA,NA,402,213,NA,NA
2020-04-15 00:00:00,3,"Litchfield",490,NA,NA,NA,32,35,NA,NA
2020-04-15 00:00:00,4,"Middlesex",379,NA,NA,NA,40,28,NA,NA
2020-04-15 00:00:00,5,"New Haven",3758,NA,NA,NA,612,195,NA,NA
2020-04-15 00:00:00,6,"New London",236,NA,NA,NA,21,7,NA,NA
2020-04-15 00:00:00,7,"Tolland",216,NA,NA,NA,11,22,NA,NA
2020-04-15 00:00:00,8,"Windham",89,NA,NA,NA,6,1,NA,NA
2020-04-16 00:00:00,1,"Fairfield",6816,NA,NA,NA,787,406,NA,NA
2020-04-16 00:00:00,2,"Hartford",2859,NA,NA,NA,420,243,NA,NA
2020-04-16 00:00:00,3,"Litchfield",535,NA,NA,NA,27,44,NA,NA
2020-04-16 00:00:00,4,"Middlesex",394,NA,NA,NA,39,30,NA,NA
2020-04-16 00:00:00,5,"New Haven",4163,NA,NA,NA,613,214,NA,NA
2020-04-16 00:00:00,6,"New London",255,NA,NA,NA,23,9,NA,NA
2020-04-16 00:00:00,7,"Tolland",241,NA,NA,NA,11,22,NA,NA
2020-04-16 00:00:00,8,"Windham",87,NA,NA,NA,6,1,NA,NA
2020-04-17 00:00:00,1,"Fairfield",7146,NA,NA,NA,797,425,NA,NA
2020-04-17 00:00:00,2,"Hartford",3015,NA,NA,NA,410,266,NA,NA
2020-04-17 00:00:00,3,"Litchfield",569,NA,NA,NA,28,46,NA,NA
2020-04-17 00:00:00,4,"Middlesex",422,NA,NA,NA,37,32,NA,NA
2020-04-17 00:00:00,5,"New Haven",4520,NA,NA,NA,633,229,NA,NA
2020-04-17 00:00:00,6,"New London",292,NA,NA,NA,22,10,NA,NA
2020-04-17 00:00:00,7,"Tolland",258,NA,NA,NA,12,24,NA,NA
2020-04-17 00:00:00,8,"Windham",92,NA,NA,NA,7,2,NA,NA
2020-04-18 00:00:00,1,"Fairfield",7363,NA,NA,NA,776,432,NA,NA
2020-04-18 00:00:00,2,"Hartford",3196,NA,NA,NA,417,289,NA,NA
2020-04-18 00:00:00,3,"Litchfield",593,NA,NA,NA,30,48,NA,NA
2020-04-18 00:00:00,4,"Middlesex",448,NA,NA,NA,36,37,NA,NA
2020-04-18 00:00:00,5,"New Haven",4743,NA,NA,NA,638,241,NA,NA
2020-04-18 00:00:00,6,"New London",315,NA,NA,NA,23,10,NA,NA
2020-04-18 00:00:00,7,"Tolland",270,NA,NA,NA,14,24,NA,NA
2020-04-18 00:00:00,8,"Windham",97,NA,NA,NA,4,2,NA,NA
2020-04-19 00:00:00,1,"Fairfield",7434,NA,NA,NA,746,447,NA,NA
2020-04-19 00:00:00,2,"Hartford",3351,NA,NA,NA,420,295,NA,NA
2020-04-19 00:00:00,3,"Litchfield",600,NA,NA,NA,27,48,NA,NA
2020-04-19 00:00:00,4,"Middlesex",462,NA,NA,NA,33,40,NA,NA
2020-04-19 00:00:00,5,"New Haven",4871,NA,NA,NA,633,257,NA,NA
2020-04-19 00:00:00,6,"New London",339,NA,NA,NA,26,10,NA,NA
2020-04-19 00:00:00,7,"Tolland",276,NA,NA,NA,12,24,NA,NA
2020-04-19 00:00:00,8,"Windham",100,NA,NA,NA,4,2,NA,NA
2020-04-20 00:00:00,1,"Fairfield",8320,NA,NA,NA,733,512,NA,NA
2020-04-20 00:00:00,2,"Hartford",3823,NA,NA,NA,455,369,NA,NA
2020-04-20 00:00:00,3,"Litchfield",639,NA,NA,NA,23,58,NA,NA
2020-04-20 00:00:00,4,"Middlesex",484,NA,NA,NA,36,45,NA,NA
2020-04-20 00:00:00,5,"New Haven",5272,NA,NA,NA,626,301,NA,NA
2020-04-20 00:00:00,6,"New London",356,NA,NA,NA,29,13,NA,NA
2020-04-20 00:00:00,7,"Tolland",299,NA,NA,NA,13,27,NA,NA
2020-04-20 00:00:00,8,"Windham",108,NA,NA,NA,4,2,NA,NA
2020-04-21 00:00:00,1,"Fairfield",8472,NA,NA,NA,735,544,NA,NA
2020-04-21 00:00:00,2,"Hartford",3951,NA,NA,NA,473,402,NA,NA
2020-04-21 00:00:00,3,"Litchfield",643,NA,NA,NA,23,59,NA,NA
2020-04-21 00:00:00,4,"Middlesex",512,NA,NA,NA,40,47,NA,NA
